"","X.1","X","star_level","stars","BusinessAcceptsCreditCards","BikeParking","RestaurantsTakeOut","GoodForKids","RestaurantsDelivery","OutdoorSeating","HasTV","BusinessParking","romantic","intimate","touristy","hipster","divey","classy","trendy","casual","upscale","RestaurantsPriceRange2","Alcohol","RestaurantsAttire","NoiseLevel","hours.time","happyhour","review_count"
"1030",1030,1031,"high",4,TRUE,FALSE,TRUE,FALSE,NA,FALSE,TRUE,"YES",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,2,"full_bar","casual","average",105,TRUE,85
"1031",1031,1032,"high",4,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"NO",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,NA,"casual","average",83,TRUE,56
"1032",1032,1033,"low",2.5,TRUE,NA,TRUE,TRUE,FALSE,TRUE,TRUE,"YES",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,NA,NA,NA,62,NA,18
"1033",1033,1034,"high",5,TRUE,FALSE,NA,FALSE,NA,NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.5,NA,9
"1034",1034,1035,"high",4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"YES",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,NA,"casual","quiet",46.5,NA,184
"1035",1035,1036,"low",3,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,"YES",FALSE,FALSE,FALSE,NA,FALSE,NA,NA,TRUE,FALSE,2,"full_bar","casual","average",102,NA,160
"1036",1036,1037,"low",3.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"YES",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,FALSE,2,"full_bar","casual","average",78,NA,286
"1037",1037,1038,"low",3,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,"YES",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,"full_bar","casual","average",92,TRUE,83
"1038",1038,1039,"low",3.5,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,"YES",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,"full_bar","casual","average",92,TRUE,55
"1039",1039,1040,"high",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1040",1040,1041,"low",3,TRUE,TRUE,NA,NA,NA,FALSE,TRUE,"YES",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,"full_bar",NA,"very_loud",56.5,TRUE,26
"1041",1041,1042,"low",3.5,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,"YES",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,"full_bar","casual","average",82,TRUE,138
"1042",1042,1043,"high",4.5,FALSE,NA,NA,NA,NA,FALSE,TRUE,"NO",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,"full_bar",NA,"average",NA,NA,3
"1043",1043,1044,"high",4,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"YES",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,"full_bar","casual","loud",105.5,TRUE,220
"1044",1044,1045,"low",3,TRUE,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,NA,4
"1045",1045,1046,"low",3.5,TRUE,NA,NA,NA,NA,TRUE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,NA,NA,NA,NA,NA,3
"1046",1046,1047,"low",3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,NA,3
"1047",1047,1048,"high",4,TRUE,NA,NA,NA,NA,TRUE,TRUE,"YES",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"full_bar",NA,"loud",NA,NA,6
"1048",1048,1049,"low",2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"YES",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,"full_bar","casual","quiet",66.5,NA,7
"1049",1049,1050,"low",3.5,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,"YES",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,"full_bar","casual","quiet",NA,TRUE,137
"1050",1050,1051,"low",3,NA,NA,NA,NA,NA,NA,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,4
"1051",1051,1052,"low",3,TRUE,TRUE,NA,TRUE,NA,NA,NA,"YES",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,78,NA,36
"1052",1052,1053,"low",3,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,"YES",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,"full_bar","casual","average",81,TRUE,127
"1053",1053,1054,"low",3,TRUE,TRUE,TRUE,TRUE,NA,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,"full_bar","casual","very_loud",93,TRUE,47
"1054",1054,1055,"high",4,TRUE,TRUE,FALSE,NA,NA,TRUE,TRUE,"YES",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,"full_bar",NA,NA,52,NA,39
"1055",1055,1056,"high",4,TRUE,TRUE,NA,FALSE,NA,TRUE,TRUE,"NO",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"full_bar",NA,"loud",NA,NA,11
"1056",1056,1057,"high",4.5,TRUE,FALSE,NA,TRUE,FALSE,FALSE,TRUE,"NO",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,"full_bar","casual","average",68,TRUE,3
"1057",1057,1058,"high",4,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"YES",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,"full_bar","casual","average",NA,NA,13
"1058",1058,1059,"high",5,TRUE,TRUE,TRUE,NA,FALSE,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,9,FALSE,8
"1059",1059,1060,"high",4,TRUE,NA,TRUE,NA,NA,NA,NA,"YES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,FALSE,6
"1060",1060,1061,"high",4,TRUE,TRUE,NA,FALSE,NA,TRUE,TRUE,"YES",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,"full_bar",NA,"average",75.5,TRUE,154
"1061",1061,1062,"low",2.5,TRUE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,78.5,NA,11
"1062",1062,1063,"low",3.5,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,"YES",FALSE,FALSE,NA,FALSE,FALSE,NA,NA,TRUE,NA,2,"full_bar","casual",NA,94,TRUE,13
"1063",1063,1064,"low",3.5,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,"YES",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,"full_bar","casual","average",91,TRUE,38
"1064",1064,1065,"low",3.5,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"NO",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"full_bar","casual","average",84,NA,9
"1065",1065,1066,"low",3.5,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"YES",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,"full_bar","casual","average",37.5,TRUE,38
"1066",1066,1067,"high",4,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,"YES",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,2,"full_bar","casual","average",98,NA,834
"1067",1067,1068,"low",2.5,FALSE,TRUE,NA,NA,NA,FALSE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,NA,NA,NA,NA,NA,3
"1068",1068,1069,"high",5,TRUE,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,63,NA,3
"1069",1069,1070,"low",1.5,NA,NA,NA,NA,NA,NA,TRUE,"YES",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"full_bar",NA,"loud",82,NA,3
"1070",1070,1071,"low",3.5,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,"NO",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,"full_bar","casual","average",92,TRUE,24
"1071",1071,1072,"high",4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,3
"1072",1072,1073,"high",4,TRUE,TRUE,TRUE,NA,FALSE,FALSE,TRUE,"YES",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,"full_bar","casual",NA,73,TRUE,35
"1073",1073,1074,"high",4,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"NO",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,3,"full_bar","formal","loud",65.5,TRUE,146
"1074",1074,1075,"high",4.5,TRUE,NA,NA,NA,NA,FALSE,TRUE,"YES",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"full_bar",NA,"very_loud",NA,NA,7
"1075",1075,1076,"low",2,TRUE,NA,FALSE,FALSE,FALSE,NA,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,NA,"casual",NA,29,NA,4
"1076",1076,1077,"low",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"1077",1077,1078,"low",3,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"NO",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,"full_bar","formal","loud",NA,NA,17
"1078",1078,1079,"high",4,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,"YES",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,"full_bar","casual","average",86.5,NA,13
"1079",1079,1080,"low",3.5,TRUE,NA,TRUE,NA,FALSE,TRUE,TRUE,"YES",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"full_bar",NA,"quiet",52.5,NA,31
"1080",1080,1081,"high",4.5,TRUE,TRUE,TRUE,NA,NA,FALSE,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,75,FALSE,63
"1081",1081,1082,"low",3.5,TRUE,NA,NA,FALSE,FALSE,FALSE,TRUE,"YES",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,3,"full_bar","casual","average",57,NA,28
"1082",1082,1083,"low",3,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,"YES",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,"full_bar","casual","average",NA,TRUE,28
"1083",1083,1084,"high",4.5,TRUE,TRUE,NA,NA,NA,FALSE,TRUE,"YES",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,"full_bar",NA,"average",13,TRUE,30
"1084",1084,1085,"low",2,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"YES",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,"full_bar","casual","average",91,TRUE,67
"1085",1085,1086,"high",4,TRUE,TRUE,NA,NA,NA,FALSE,TRUE,"YES",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"full_bar",NA,NA,105,TRUE,11
"1086",1086,1087,"low",3.5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"YES",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1,"full_bar","casual","loud",102,TRUE,35
"1087",1087,1088,"high",4,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,"YES",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,NA,2,"full_bar","casual","average",32,TRUE,83
"1088",1088,1089,"low",3.5,TRUE,TRUE,NA,NA,NA,TRUE,TRUE,"YES",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,"full_bar","casual","average",41,TRUE,55
"1089",1089,1090,"high",4,TRUE,NA,NA,NA,NA,TRUE,TRUE,"YES",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,87,TRUE,24
"1090",1090,1091,"high",4.5,TRUE,NA,NA,TRUE,NA,NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,73,NA,6
"1091",1091,1092,"low",3.5,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,"YES",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,2,"full_bar","casual","loud",27,TRUE,197
"1092",1092,1093,"low",3.5,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,"YES",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,2,"full_bar","casual","average",83,FALSE,183
"1093",1093,1094,"high",4.5,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"YES",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,NA,"casual","average",6,NA,97
"1094",1094,1095,"high",4.5,TRUE,TRUE,NA,NA,NA,FALSE,TRUE,"YES",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"full_bar",NA,"loud",98,NA,9
"1095",1095,1096,"low",3,TRUE,NA,NA,TRUE,NA,NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,83,NA,5
"1096",1096,1097,"low",2.5,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,"NO",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"full_bar","casual","average",101.5,NA,13
"1097",1097,1098,"high",4,TRUE,TRUE,NA,TRUE,NA,NA,NA,"YES",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,68,NA,140
"1098",1098,1099,"low",3.5,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"YES",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,"full_bar","casual","average",37,TRUE,73
"1099",1099,1100,"low",3.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"YES",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,"full_bar","casual","loud",112,NA,101
"1100",1100,1101,"low",3,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,"YES",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"full_bar","casual","average",108.5,TRUE,34
"1101",1101,1102,"high",4,FALSE,TRUE,NA,NA,NA,FALSE,TRUE,"YES",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"full_bar",NA,"average",NA,NA,16
"1102",1102,1103,"low",3.5,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,168,NA,110
"1103",1103,1104,"high",4.5,FALSE,FALSE,NA,NA,NA,NA,NA,"YES",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,51,NA,16
"1104",1104,1105,"low",3,TRUE,NA,TRUE,TRUE,TRUE,TRUE,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"full_bar","casual",NA,114,NA,38
"1105",1105,1106,"low",3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"YES",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"full_bar",NA,NA,40.5,TRUE,17
"1106",1106,1107,"low",2.5,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,"YES",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,"full_bar","casual","average",77,NA,39
"1107",1107,1108,"high",4.5,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,"YES",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,NA,"casual","quiet",65,NA,126
"1108",1108,1109,"low",3.5,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,"YES",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,"full_bar","casual","average",65,NA,36
"1109",1109,1110,"high",4,TRUE,TRUE,NA,NA,NA,TRUE,TRUE,"YES",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1,"full_bar",NA,"very_loud",69.5,TRUE,16
"1110",1110,1111,"high",4,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,"YES",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,"full_bar","casual","average",103,TRUE,28
"1111",1111,1112,"low",3,TRUE,NA,NA,NA,NA,TRUE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,"full_bar",NA,NA,71.5,TRUE,15
"1112",1112,1113,"high",4,TRUE,TRUE,NA,TRUE,NA,NA,NA,"YES",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,37,NA,9
"1113",1113,1114,"high",5,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,"YES",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"quiet",20,TRUE,25
"1114",1114,1115,"high",4,TRUE,TRUE,NA,FALSE,NA,FALSE,FALSE,"YES",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,"full_bar",NA,"average",53,NA,73
"1115",1115,1116,"high",4,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,"YES",FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,TRUE,FALSE,2,NA,"casual","average",60,FALSE,235
"1116",1116,1117,"low",2,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"YES",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,"full_bar","casual","average",101,TRUE,37
"1117",1117,1118,"low",3,TRUE,FALSE,NA,NA,NA,FALSE,TRUE,"NO",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"full_bar",NA,"average",NA,FALSE,6
"1118",1118,1119,"low",1.5,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,"full_bar",NA,NA,105,NA,10
"1119",1119,1120,"high",4,TRUE,FALSE,NA,NA,NA,TRUE,TRUE,"YES",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,"full_bar",NA,"quiet",NA,TRUE,23
"1120",1120,1121,"high",4,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,"YES",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,1,"full_bar","casual","average",73.5,TRUE,44
"1121",1121,1122,"high",4.5,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,"YES",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,2,"full_bar","casual","average",108,TRUE,398
"1122",1122,1123,"low",3.5,TRUE,NA,TRUE,TRUE,FALSE,TRUE,TRUE,"YES",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,"full_bar","casual","loud",90,NA,23
"1123",1123,1124,"low",3.5,TRUE,NA,NA,NA,NA,FALSE,TRUE,"NO",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"full_bar",NA,"quiet",NA,NA,4
"1124",1124,1125,"low",3.5,TRUE,NA,NA,NA,NA,TRUE,TRUE,"YES",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,NA,NA,"average",NA,NA,7
"1125",1125,1126,"low",3,TRUE,NA,TRUE,NA,FALSE,FALSE,TRUE,"NO",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"full_bar",NA,NA,89,TRUE,13
"1126",1126,1127,"low",3.5,TRUE,TRUE,NA,FALSE,NA,TRUE,TRUE,"NO",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,"full_bar",NA,"average",50.5,TRUE,14
"1127",1127,1128,"high",4,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,"YES",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,"full_bar","casual","average",33,TRUE,190
"1128",1128,1129,"high",4,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"NO",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,"beer_and_wine","casual","quiet",58,NA,81
"1129",1129,1130,"low",3.5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"YES",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,"full_bar","casual","average",133,NA,38
"1130",1130,1131,"high",4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"YES",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,"full_bar","casual","very_loud",102,NA,795
"1131",1131,1132,"low",3.5,NA,NA,NA,NA,NA,NA,TRUE,"NO",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,88.5,NA,5
"1132",1132,1133,"low",3.5,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,"YES",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,"full_bar","casual","quiet",44,TRUE,12
"1133",1133,1134,"high",4,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,"YES",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,"beer_and_wine","casual","average",60,TRUE,137
"1134",1134,1135,"high",4.5,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"YES",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,NA,"casual","quiet",83,FALSE,140
"1135",1135,1136,"high",4,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,"YES",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,2,"full_bar","casual","average",82,TRUE,172
"1136",1136,1137,"low",3.5,TRUE,TRUE,NA,TRUE,NA,NA,NA,"YES",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,40,NA,19
"1137",1137,1138,"low",2.5,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,NA,7
"1138",1138,1139,"high",5,FALSE,TRUE,NA,TRUE,NA,NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,43,NA,6
"1139",1139,1140,"low",3.5,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,"YES",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,"full_bar","casual","average",72,NA,11
"1140",1140,1141,"high",4,TRUE,TRUE,NA,NA,NA,NA,NA,"YES",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,70,NA,13
"1141",1141,1142,"high",5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,51,NA,5
"1142",1142,1143,"low",3.5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"YES",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2,"full_bar","casual","average",40,NA,29
"1143",1143,1144,"low",3.5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"YES",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,2,"full_bar","casual","average",128.5,TRUE,149
"1144",1144,1145,"high",4.5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"YES",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,3,"full_bar","formal","average",55,FALSE,590
"1145",1145,1146,"high",4,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,"YES",NA,NA,FALSE,NA,FALSE,NA,TRUE,TRUE,NA,2,"full_bar","casual","average",78,TRUE,444
"1146",1146,1147,"high",4.5,TRUE,TRUE,TRUE,NA,NA,NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,102.5,NA,24
"1147",1147,1148,"high",4.5,TRUE,TRUE,TRUE,TRUE,NA,FALSE,TRUE,"YES",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,NA,"casual","average",67,NA,79
"1148",1148,1149,"high",4,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,"YES",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,"full_bar","casual","average",114.5,NA,92
"1149",1149,1150,"low",3.5,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,"YES",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,NA,"casual","quiet",63,NA,59
"1150",1150,1151,"low",2.5,TRUE,FALSE,TRUE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,NA,3
"1151",1151,1152,"low",3.5,TRUE,NA,FALSE,FALSE,FALSE,TRUE,NA,"YES",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,100,TRUE,11
